,Property_Name,Property Title,Price,Location,Total_Area(SQFT),Price_per_SQFT,Description,Total_Rooms,Balcony,city,property_type,BHK
42,Casagrand Arena,"3 BHK Villa for sale in Oragadam Ambattur, Chennai",12500000.0,"Oragadam Ambattur, Chennai",1545,8090.0,"A 3 BHK Villa for sale in Oragadam, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Oragadam's most desired properties. Contact now for more information. Each unit has a built-up area of 1545 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near Ambattur Government Primary School, CSI School, and Sankara Vidyalaya High School. It is also close to Sir Ivan Stedeford Hospital, Mother's Speciality Hospital, and Oragadam Corporation Hospital",3,Yes,Chennai,Villa,3
43,Pacifica Aurum Villas by Pacifica Companies,"4 BHK Flat for sale in Padur, Chennai",15000000.0,"Padur, Chennai",2200,6820.0,"Property for sale in Padur, Chennai. This 4 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 12. The total number of floors in this building is 15. This Apartment's price is Rs 1.5 Cr. The built-up area is 2200 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Chettinad Health City, Chettinad Dental College and Research Institute, Kancheepuram, and Chetty Nadu Hospital. Schools like Kidzee Padur & Kelambakkam, Panchayat Union Middle Sch...",4,Yes,Chennai,Flat,4
44,"ramus redidency,KK Nagar, Chennai","2 BHK Flat for sale in KK Nagar, Chennai",11700000.0,"ramus redidency,KK Nagar, Chennai",980,11940.0,"One of the finest property in KK Nagar is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 3 storeyed building. The price of this Apartment is Rs 1.17 Cr. This Apartment is spacious with a built-up area of 980 Square feet. This property ensures you are a quick distance away from the city's best schools such as Pink Fitness - Ladies Gym Ashok Nagar, Padma Seshadri Bala Bhavan Senior Secondary School, and Chinmaya Vidyalaya Higher Secondary School. It is also close to good and reputed hospitals like Fortis Hospital Vadapalan...",3,No,Chennai,Flat,2
45,"SRI DEVI NEDIL,Drivers Colony, T Nagar,Chennai","3 BHK Flat for sale in T Nagar, Chennai",38000000.0,"SRI DEVI NEDIL,Drivers Colony, T Nagar,Chennai",1987,19120.0,"CMDA APPROVED
Stilt + 4 Floors
Lift
Gym
CCTV
VDE
Multipurpose Hall
Power Backup
Both Water
24×7 Security
 More About This Property Check out this 3 BHK Apartment for sale in Thyagaraya Nagar, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Thyagaraya Nagar is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. Residents in this property pay Rs 3000 t...",3,Yes,Chennai,Flat,3
46,"TAPAS,T Nagar, Chennai","3 BHK Flat for sale in T Nagar, Chennai",25000000.0,"TAPAS,T Nagar, Chennai",1484,16850.0,"CMDA APPROVED
Stilt + 4 Floors
CCTV
VDE
Lift
Gym
Power backup
Both Water
Play Area
24×7 Security More About This Property A 3 BHK Apartment for sale in Thyagaraya Nagar, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Thyagaraya Nagar's most desired properties. Contact now for more information. This 3 BHK unit is on floor 4. There are 4 floors in this property. Maintenance charges come to Rs 3000. Each unit has a built-up area of 1484 Square feet. The carpet area is 1175 Square feet. This South-facing property has...",3,Yes,Chennai,Flat,3
47,"india builder,Kathiravan Colony, Anna Nagar,Chennai","3 BHK Flat for sale in Anna Nagar, Chennai",22500000.0,"india builder,Kathiravan Colony, Anna Nagar,Chennai",1461,15400.0,"3 BHK Apartment for sale in Anna Nagar, Chennai. This 3 BHK unit is available in Anna Nagar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Anna Nagar. It is on floor 3. The total number of floors is 3. The price of this Apartment is Rs 2.25 Cr. It is a good, spacious Apartment unit with carpet area of 1100 Square feet. The built-up area is 1461 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from Indigo Womens C...",3,No,Chennai,Flat,3
48,"Kalanikethan apartments ,Aspiran Garden Colony, Kilpauk,Chennai","3 BHK Flat for sale in Kilpauk, Chennai",14500000.0,"Kalanikethan apartments ,Aspiran Garden Colony, Kilpauk,Chennai",1340,10820.0,"Property for sale in Kilpauk, Chennai. This 3 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price is Rs 1.45 Cr. Homebuyers will also need to pay Rs 2000 towards maintenance. The built-up area is 1340 Square feet. The property has 3 bedrooms and 3 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as MADRAS SCANS & LABS, Murugan Hospitals, and Lifeline Hospitals. Schools ...",3,No,Chennai,Flat,3
49,"Thangam apartment ,Kathiravan Colony, Anna Nagar,Chennai","3 BHK Flat for sale in Anna Nagar, Chennai",17500000.0,"Thangam apartment ,Kathiravan Colony, Anna Nagar,Chennai",1600,10940.0,"Property for sale in Anna Nagar, Chennai. This 3 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 3. The total number of floors in this building is 4. This Apartment's price is Rs 1.75 Cr. Homebuyers will also need to pay Rs 1500 towards maintenance. This Apartment is a spacious unit, with carpet area of 1450 Square feet and is ideal for families. The built-up area is 1600 Square feet. The property has 3 bedrooms and 4 bathroom. It also has a servant room. This unit enjoys a good view and is a Nor...",3,Yes,Chennai,Flat,3
50,Navins Kaushik,"3 BHK Flat for sale in West Mambalam, Chennai",16000000.0,"Ramakrishna Puram, West Mambalam,Chennai",1269,12610.0,"3 BHK Apartment for sale in West Mambalam, Chennai. This 3 BHK unit is available in West Mambalam and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in West Mambalam. It is on floor 3. The total number of floors is 3. The price of this Apartment is Rs 1.91 Cr. Residents in this project also pay monthly maintenance charges of Rs 2000. The built-up area is 1300 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from Medway ...",3,Yes,Chennai,Flat,3
51,"Guna home,Dharan Singh Colony, Vadapalani,Chennai","2 BHK Flat for sale in Vadapalani, Chennai",10000000.0,"Guna home,Dharan Singh Colony, Vadapalani,Chennai",2400,4170.0,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Chennai's top location, Vadapalani. It is situated on floor 2. The total number of floors in this Apartment is 2. The property price of this unit is Rs 1.15 Cr. Monthly maintenance costs Rs 300. The carpet area of this unit is 1149 Square feet. The built-up area is 2400 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Chinmaya Vidyalaya Higher Secondary Sch...",4,Yes,Chennai,Flat,2
52,Sudharshan Homes,"2 BHK Flat for sale in Velachery, Chennai",10400000.0,"Periyar Nagar, Velachery,Chennai",1152,9000.0,"Check out this 2 BHK Apartment for sale in Velachery, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Velachery is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. This unit for sale is in Sudharshan Homes in Velachery. It is located on floor 1. The total number of floors in this project is 2. The property's price is Rs 1.04 Cr. Residents in this property pay Rs 1500 towards maintenance. This property is a modern-day abo...",3,No,Chennai,Flat,2
53,"Manthope Colony, Ashok Nagar,Chennai","2 BHK Flat for sale in Ashok Nagar, Chennai",10500000.0,"Manthope Colony, Ashok Nagar,Chennai",960,10940.0,"Check out this 2 BHK Apartment for sale in Ashok Nagar, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Ashok Nagar is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 0. The total number of floors in this project is 2. The property's price is Rs 1.05 Cr. This property is a modern-day abode, with 960 Square feet built-up area. The unit has 2 bedrooms and 2 bathroom. Educational institutions are clo...",3,Yes,Chennai,Flat,2
54,"Manthope Colony, Ashok Nagar,Chennai","2 BHK Flat for sale in Ashok Nagar, Chennai",10500000.0,"Manthope Colony, Ashok Nagar,Chennai",960,10940.0,"2 BHK Apartment for sale in Chennai. This property is in Ashok Nagar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 0. The total number of floors in this Apartment is 2. The price of the Apartment is Rs 1.05 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 960 Square feet. It has 2 bathroom and 2 bedrooms. Some of ...",3,Yes,Chennai,Flat,2
55,Krishna Flats,"2 BHK Flat for sale in Virugambakkam, Chennai",11500000.0,"Natesa Nagar, Virugambakkam,Chennai",1365,8420.0,"2 BHK Apartment for sale in Virugambakkam, Chennai. This 2 BHK unit is available in Virugambakkam and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Virugambakkam. It is on floor 2. The total number of floors is 2. The price of this Apartment is Rs 1.22 Cr. Residents in this project also pay monthly maintenance charges of Rs 500. The built-up area is 1365 Square feet. There are 2 bedrooms and 2 bathroom. This property is at a walking distance from Fortis H...",3,No,Chennai,Flat,2
56,Vijay Raja Classic,"3 BHK Villa for sale in Kolapakkam - Vandalur, Chennai",11000000.0,"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1734,6340.0,"Looking for a good 3 BHK Villa in Kolapakam, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 2800. This modern unit has a built-up area of 1734 Square feet. The carpet area of this Villa is 1600 Square feet. There are 3 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, such as, A.R POLY CLINIC, Bio Diagnostic Laboratory, and Primary Health Centre. Established schools, such as Lalaji Memorial Omega International School, LMD Academy, and St. Michael Nursery and Primary Scho...",3,Yes,Chennai,Villa,3
57,"Duraisamy Nagar, Kotturpuram,Chennai","3 BHK Flat for sale in Kotturpuram, Chennai",24000000.0,"Duraisamy Nagar, Kotturpuram,Chennai",1840,13040.0,"3 BHK Apartment for sale in Kotturpuram, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kotturpuram which is a promising investment destination in Chennai. This might be your chance to grab the best 3 BHK property for sale in Kotturpuram. The property is on floor 2 and the total number of floors is 2. This 3 BHK Apartment is available at a reasonable price of Rs 2.4 Cr. The built-up area is 1840 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Apollo Spectra ...",3,Yes,Chennai,Flat,3
58,"Siddharth Sriyaji apartments,Choolai, Chennai","2 BHK Flat for sale in Choolai, Chennai",10000000.0,"Siddharth Sriyaji apartments,Choolai, Chennai",1150,8700.0,"Looking for a 2 BHK Apartment for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Choolai. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 3 floors. This Apartment is available at a reasonable price of Rs 1.1 Cr. Maintenance charges in this property is Rs 1000. The built up area of this property is 1150 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Bharatiya Vidya Bhavan, CSI Bain Matriculation Higher Secondary School, and Chinmaya Vidyala...",3,No,Chennai,Flat,2
